言为心声 言语是思想的反映，从一个人的话里可以知道他的思想感情。
滴水成冰 水滴下去就结成冰。形容天气十分寒冷。
积时累日 形容时间长久。
人生若寄 指人的生命短促，就象暂时寄居在人世间一样。同人生如寄”。
势不两存 指敌对的事物不能同时并存。
流年似水 流年光阴。形容时间一去不复返。
似水流年 流年光阴。形容时间一去不复返。
日转千阶 转升迁；阶官阶。一天里升迁多次。比喻官职提升的极快。
谈天说地 指随便谈论，漫无边际。
分毫不差 分毫形容很少的数量，十丝为一毫，十毫为一厘，十厘为一分。差差错。没有一点儿差错。
走伏无地 比喻没有藏匿容身的地方。
流芳百世 流流传；芳香，指好名声；百世时间久远∶的名声永远流传下去。
青黄不接 青田时的青苗；黄成熟的谷物。旧粮已经吃完，新粮尚未接上。也比喻人才或物力前后接不上。
无庸讳言 没有什么不可以直说的。指可以坦率地说。
怀才不遇 怀怀藏；才才能。胸怀才学但生不逢时，难以施展；多指屈居微贱而不得志。
百世流芳 美名永传于后世。
假眉三道 方言。装模作样。
意出望外 出乎意料之外。
朝生夕死 ①早晨刚生，晚上就死亡。②今亦形容事物生命短暂。
高人一等 比别人高出一个等级。指高过一般人。
饥不遑食 形容全神贯注地忙于事务。同饥不暇食”。
改恶行善 不再做恶，转做好事。
得失相半 得失得到与失去。得到的和失去的各一半。即得失相当，不相上下。
按兵不举 犹按兵不动。
威风凛凛 威风威严的气概；凛凛严肃，可敬畏的样子。形容声势或气派使人敬畏。
驴年马月 不可知的年月。
论短道长 议论别人的是非好坏。同论长说短”。
绕梁三日 形容音乐高昂激荡，虽过了很长时间，好像仍在回响。
有口难分 分分辩。有嘴难分辩。形容难分辩清楚。
天作之合 合配合∶象是上天给予安排，很完美地配合到一起。祝人婚姻美满的话。
乘虚而入 乘趁。趁着虚弱疏漏的地方进入。
杜门自绝 杜门关门不出；绝断绝。闭门不出，将自己与外界隔绝。
鼠目麞头 麞，同獐”。形容人相貌丑陋，神情狡滑。同鼠目獐头”。
宁死不辱 宁愿被处死也不肯受辱。
急人之难 热心主动帮助别人解决困难。
举国上下 举全。指全国上上下下的人。
鼠目獐头 眼睛像老鼠那样又小又圆，脑袋象獐子那样又小又尖。形容人相貌丑陋，神情狡滑。
獐头鼠目 像袋象獐子那样又小又尖，眼睛像老鼠那样又小又圆。形容人相貌丑陋，神情狡滑。
一面之缘 见一面的缘分。
泰然自若 不以为意，神情如常。形容在紧急情况下沉着镇定，不慌不乱。
海不波溢 海上风平浪静，没有波浪。比喻平安无事。
不修小节 不注意生活上的小事。形容处世潇洒旷达。
知止不殆 殆危险。知道适可而止的人就不会遇到危险。旧时劝人行事不要过分。
死得其所 所处所，地方；得其所得到合适的地方。指死得有价值，有意义。
手不释卷 释放下；卷指书籍。书本不离手。形容勤奋好学。
论长道短 议论别人的是非好坏。
行同能偶 品行相同，才能相等。
百啭千声 形容鸟鸣声婉转多样。
望屋以食 指军行不带粮草，随处就食。同望屋而食”。
一见钟情 钟集中；钟情爱情专注。旧指男女之间一见面就产生爱情。也指对事物一见就产生了感情。
死且不朽 犹言至死不忘。
迷而知返 迷路后知道回来。比喻有了过失能够改正。
自立门户 指单独成立家庭。也指学术上不依赖前人而另立一派。现也指离开某一集体，自己另搞一套。
道长论短 指评论好坏是非。
万世流芳 好名声永远流传。
下笔成章 一挥动笔就写成文章。形容写文思敏捷。
铜山金穴 比喻极其富有。
石赤不夺 石质坚硬，丹砂色鲜红，均不可改变。比喻意志坚定不移。
视为知己 看成好朋友。
安身之处 指得以立足容身的地方。
一往情深 指对人或对事物顷注了很深的感情，向往而不能克制。
迥乎不同 形容差别很大，完全不一样。
以意逆志 用自己的想法去揣度别人的心思。
情深一往 指对人或事物具有深厚的感情。
舍死忘生 舍死舍得牺牲；忘生忘掉性命。不把个人的生死放在心上。
舍生忘死 不把个人的生死放在心上。
危言逆耳 正直的规劝听起来不顺耳。
忘生舍死 忘却性命，不怕牺牲。
千难万险 形容困难和危险极多。
日已三竿 形容太阳升得很高，时间不早了。也形容人起床太晚。同日上三竿”。
一钱不值 一个铜钱都不值。比喻毫无价值。
邪不干正 邪恶的压不倒正派刚正的事物。
无相无作 ①佛教语。指弃绝众相，不事造作。②泛指不务空言。
一哄而散 哄吵闹。形容聚在一起的人一下子吵吵嚷嚷地走散了。
耳食之谈 耳食以耳吃食，指不加审察，轻信传闻。指听来的没有根据的话。
纷纷不一 各不相同。纷纷多而杂乱。
毛发之功 形容极微小的功劳。
俭不中礼 指节省太过而不合于礼。
明公正气 犹言正式；公开；堂堂正正。
同类相从 指物之同类者互相依从。
横行无忌 横行指行动蛮横；无忌无所顾忌。指倚仗暴力，毫无顾忌地干坏事。
逐物不还 指沉湎于世俗。
不值一钱 比喻毫无价值。
猴年马月 猴、马十二生肖之一。泛指未来的岁月。
日角偃月 旧时相术家称极贵之相。偃月，指额角似半弦月。
无胫而至 犹无胫而行。常以喻良才不招而自至爱贤者之门。
情深潭水 比喻友情深厚。
食不暇饱 暇空闲。没有空好好吃饭。形容整日忙碌，连吃饭也没空。
舞凤飞龙 犹龙飞凤舞。气势奔放雄壮的样子。
无所用之 没有地方可以用上它。
大好河山 河山国土。无限美好的祖国大地。
恬然自足 指胸中恬淡，无处不感到满足。
凤舞龙飞 形容书法笔势有力，灵活舒展。
纯一不杂 纯纯粹；一单一；杂驳杂，不纯洁。形容纯粹、单一，没有杂质。
龙飞凤舞 原形容山势的蜿蜒雄壮，后也形容书法笔势有力，灵活舒展。
白草黄云 形容边塞秋季的荒凉景象。
门不停宾 宾宾客。门外不停留客人。形容勤于待客。
天下无敌 普天之下，没有敌手。形容战无不胜，没有对手。
出于意外 指出乎人的意料之外。
反手可得 反翻转。翻转手掌学可得到。形容极其易得。
见义敢为 看到正义的事，就勇敢地去做。同见义勇为”。
众口销金 众人的言论能够熔化金属。比喻舆论影响的强大。亦喻众口同声可混淆视听。见众口铄金”。
面目可憎 憎厌恶。面貌神情卑陋，使人看了厌恶。
举止言谈 行为举动和说话言论。指人的外在风度。
鱼大水小 比喻生产不够消费。也比喻机构臃肿，行动不灵。
积水成渊 渊深水潭。点点滴滴的水聚积起来，就能形成一个深潭。比喻积小成多。
正言厉颜 话语严正，表情严肃。同正言厉色”。
适可而止 适可恰好可以。到适当的程度就停下来，不要过头。
年谷不登 年谷一牛收获的谷物；登成熟，完成。指年成很差，荒年。
古调不弹 古调古代的曲调。陈调不再弹。比喻过时的东西不受欢迎。
阿党相为 阿党偏袒、偏私一方。为了谋求私利相互偏袒、包庇。
行同狗彘 旧时指人无耻，行为和猪狗一样。
少气无力 气不壮，没力量。形容精神不振。
六臂三头 比喻人的本事非凡，神通广大。
源头活水 原比喻读书越多，道理越明。现也指事物发展的动力和源泉。
化日光天 ①指太平盛世。②比喻众目昭彰、是非分明的场合。同光天化日”。
计不返顾 指不作回头、后退的打算。同计无返顾”。
誓以皦日 指誓同生死，亲爱终生。
言谈举止 人的言语、举动、行为。
无胫而走 犹无胫而行。常以喻良才不招而自至爱贤者之门。同无胫而行”。
无敌天下 天下都没有对手。
相顾失色 顾看；失色因惊恐而变了脸色。你看我，我看你，吓得脸色都变了。
三头六臂 三个脑袋，六条胳臂。原为佛家语，指佛的法相◇比喻神奇的本领。
回天倒日 犹言旋转乾坤。
赏不逾时 指及时行赏。
秋高马肥 秋高气爽，马匹肥壮。古常以指西北外族活动的季节。
走头无路 绝路。比喻陷入绝境，没有出路。
不晓世务 不知晓当前重要的事态和时代的潮流。现也指待人接物不知趣。
安之若命 指人遭受的不幸看作命中注定，因而甘心承受。
生花妙笔 比喻杰出的写作才能。
飞龙在天 比喻帝王在位。
含糊不明 不清楚的意思。
文如其人 指文章的风格同作者的性格特点相似。
光天化日 光天最大的天，大白天；化日生长万物的太阳。原形容太平盛世◇比喻大家看得非常清楚的场合。
安闲自得 自得自己感到舒适。安静清闲，感到非常舒适。
自身难保 自己保不住自己。
计行虑义 计计策。行实施。虑考虑。义道义。实施计策前要考虑到是否合乎道义。
自高自大 自以为了不起。
声闻过情 名声超过实际。
高情远致 高、远形容高尚；情、致情趣。高尚的品格或情趣。
白玉无瑕 洁白的美玉上面没有一点羞。比喻人或事物完美无缺。
同恶相恤 指对共同憎恶者，必相互援助以对付之。同同恶相助”。
人才出众 人品才能超出众人。
火热水深 ①犹水深火热。比喻十分困苦的处境。②形容严酷；厉害。
刮目相待 刮目擦眼睛，表示用新眼光看人。比喻去掉旧日的看法，用新的眼光来看待人或事物。
先行后闻 比喻未经请示就先做了某事，造成既成事实，然后再向上级报告。
守节不移 坚守节操，决不改变。亦作守节不回”。
文献之家 指博学多闻、熟悉典章掌故的人。
枯树生花 枯树开起花来。比喻在绝境中又找到了生路。
望文生训 不了解某一词句的确切涵义，光从字面上去牵强附会，做出不确切的解释。同望文生义”。
能言快说 能说会道，言词敏捷爽利。同能言快语”。
兵不雪刃 兵器上没有沾上血。形容未经战斗就轻易取得了胜利。
纵虎归山 把老虎放回山去。比喻把坏人放回老巢，留下祸根。
殊言别语 指方言土语。
